mode,ts,az,el,az_actual,el_actual,az_enc,az_tgt,az_err,el_enc,el_tgt,el_err,wind,wind_thr,wind_raw,wind_v,imu_pitch,imu_roll,imu_yaw,imu_ax,imu_ay,imu_az,imu_el_diff,imu_el_alert,imu_enc_az,imu_vs_enc,imu_gx,imu_gy,imu_gz,lat,lon,gps_valid,gps_sats,gps_hdop,gps_age,gps_chars,rtc_h,rtc_m,rtc_s,rtc_d,rtc_mo,rtc_y,day_start,day_end,prox_az,prox_el,el_full,ishome,is_homing,night_park,wind_park_az,wind_park_el,wind_cool,imu_alarm,imu_ok,synced,step_az,step_el,tc_temp,tc_cj,tc_ok,tc_fault,ds_temp,ds_ok,night_done,moving_home,nudge_cnt,az_home_miss,el_home_miss,el_nudge_cnt,,
5/20/2026 12:15,auto,666000,0,0,115.4,29.9,10180,10049,44,4532,4503,35,2.6,12,484,4.402,-0.09,-1.95,113.2,-0.128,-0.388,1.026,2.1,1,114,-1.1,2.2,-1.26,-0.12,18.52043,73.856743,1,12,1.13,69,37255,0,11,6,20,5,2026,1,6,18,1,1,1,1,1,0,0,1,1,1,1,1,14,88,279.9,100010,1,0,29.8,1,1,0,332,0,0,1
5/20/2026 12:16,auto,666000,0,0,115.4,29.9,10180,10049,44,4532,4503,35,2.6,12,484,4.402,-0.09,-1.95,113.2,-0.128,-0.388,1.026,2.1,1,114,-1.1,2.2,-1.26,-0.12,18.52043,73.856743,1,12,1.13,69,37255,0,11,6,20,5,2026,1,6,18,1,1,1,1,1,0,0,1,1,1,1,1,14,88,279.9,100010,1,0,29.8,1,1,0,332,0,0,1
5/20/2026 12:17,auto,666000,0,0,115.4,29.9,10180,10049,44,4532,4503,35,2.6,12,484,4.402,-0.09,-1.95,113.2,-0.128,-0.388,1.026,2.1,1,114,-1.1,2.2,-1.26,-0.12,18.52043,73.856743,1,12,1.13,69,37255,0,11,6,20,5,2026,1,6,18,1,1,1,1,1,0,0,1,1,1,1,1,14,88,279.9,100010,1,0,29.8,1,1,0,332,0,0,1
5/20/2026 12:18,auto,666000,0,0,115.4,29.9,10180,10049,44,4532,4503,35,2.6,12,484,4.402,-0.09,-1.95,113.2,-0.128,-0.388,1.026,2.1,1,114,-1.1,2.2,-1.26,-0.12,18.52043,73.856743,1,12,1.13,69,37255,0,11,6,20,5,2026,1,6,18,1,1,1,1,1,0,0,1,1,1,1,1,14,88,279.9,100010,1,0,29.8,1,1,0,332,0,0,1
5/20/2026 12:19,auto,666000,0,0,115.4,29.9,10180,10049,44,4532,4503,35,2.6,12,484,4.402,-0.09,-1.95,113.2,-0.128,-0.388,1.026,2.1,1,114,-1.1,2.2,-1.26,-0.12,18.52043,73.856743,1,12,1.13,69,37255,0,11,6,20,5,2026,1,6,18,1,1,1,1,1,0,0,1,1,1,1,1,14,88,279.9,100010,1,0,29.8,1,1,0,332,0,0,1
5/20/2026 12:20,auto,666000,0,0,115.4,29.9,10180,10049,44,4532,4503,35,2.6,12,484,4.402,-0.09,-1.95,113.2,-0.128,-0.388,1.026,2.1,1,114,-1.1,2.2,-1.26,-0.12,18.52043,73.856743,1,12,1.13,69,37255,0,11,6,20,5,2026,1,6,18,1,1,1,1,1,0,0,1,1,1,1,1,14,88,279.9,100010,1,0,29.8,1,1,0,332,0,0,1
5/20/2026 12:21,auto,666000,0,0,115.4,29.9,10180,10049,44,4532,4503,35,2.6,12,484,4.402,-0.09,-1.95,113.2,-0.128,-0.388,1.026,2.1,1,114,-1.1,2.2,-1.26,-0.12,18.52043,73.856743,1,12,1.13,69,37255,0,11,6,20,5,2026,1,6,18,1,1,1,1,1,0,0,1,1,1,1,1,14,88,279.9,100010,1,0,29.8,1,1,0,332,0,0,1
5/20/2026 12:22,auto,666000,0,0,115.4,29.9,10180,10049,44,4532,4503,35,2.6,12,484,4.402,-0.09,-1.95,113.2,-0.128,-0.388,1.026,2.1,1,114,-1.1,2.2,-1.26,-0.12,18.52043,73.856743,1,12,1.13,69,37255,0,11,6,20,5,2026,1,6,18,1,1,1,1,1,0,0,1,1,1,1,1,14,88,279.9,100010,1,0,29.8,1,1,0,332,0,0,1
5/20/2026 12:23,auto,666000,0,0,115.4,29.9,10180,10049,44,4532,4503,35,2.6,12,484,4.402,-0.09,-1.95,113.2,-0.128,-0.388,1.026,2.1,1,114,-1.1,2.2,-1.26,-0.12,18.52043,73.856743,1,12,1.13,69,37255,0,11,6,20,5,2026,1,6,18,1,1,1,1,1,0,0,1,1,1,1,1,14,88,279.9,100010,1,0,29.8,1,1,0,332,0,0,1
5/20/2026 12:24,auto,666000,0,0,115.4,29.9,10180,10049,44,4532,4503,35,2.6,12,484,4.402,-0.09,-1.95,113.2,-0.128,-0.388,1.026,2.1,1,114,-1.1,2.2,-1.26,-0.12,18.52043,73.856743,1,12,1.13,69,37255,0,11,6,20,5,2026,1,6,18,1,1,1,1,1,0,0,1,1,1,1,1,14,88,279.9,100010,1,0,29.8,1,1,0,332,0,0,1
5/20/2026 12:25,auto,666000,0,0,115.4,29.9,10180,10049,44,4532,4503,35,2.6,12,484,4.402,-0.09,-1.95,113.2,-0.128,-0.388,1.026,2.1,1,114,-1.1,2.2,-1.26,-0.12,18.52043,73.856743,1,12,1.13,69,37255,0,11,6,20,5,2026,1,6,18,1,1,1,1,1,0,0,1,1,1,1,1,14,88,279.9,100010,1,0,29.8,1,1,0,332,0,0,1
5/20/2026 12:26,auto,666000,0,0,115.4,29.9,10180,10049,44,4532,4503,35,2.6,12,484,4.402,-0.09,-1.95,113.2,-0.128,-0.388,1.026,2.1,1,114,-1.1,2.2,-1.26,-0.12,18.52043,73.856743,1,12,1.13,69,37255,0,11,6,20,5,2026,1,6,18,1,1,1,1,1,0,0,1,1,1,1,1,14,88,279.9,100010,1,0,29.8,1,1,0,332,0,0,1
5/20/2026 12:27,auto,666000,0,0,115.4,29.9,10180,10049,44,4532,4503,35,2.6,12,484,4.402,-0.09,-1.95,113.2,-0.128,-0.388,1.026,2.1,1,114,-1.1,2.2,-1.26,-0.12,18.52043,73.856743,1,12,1.13,69,37255,0,11,6,20,5,2026,1,6,18,1,1,1,1,1,0,0,1,1,1,1,1,14,88,279.9,100010,1,0,29.8,1,1,0,332,0,0,1
5/20/2026 12:28,auto,666000,0,0,115.4,29.9,10180,10049,44,4532,4503,35,2.6,12,484,4.402,-0.09,-1.95,113.2,-0.128,-0.388,1.026,2.1,1,114,-1.1,2.2,-1.26,-0.12,18.52043,73.856743,1,12,1.13,69,37255,0,11,6,20,5,2026,1,6,18,1,1,1,1,1,0,0,1,1,1,1,1,14,88,279.9,100010,1,0,29.8,1,1,0,332,0,0,1
5/20/2026 12:29,auto,666000,0,0,115.4,29.9,10180,10049,44,4532,4503,35,2.6,12,484,4.402,-0.09,-1.95,113.2,-0.128,-0.388,1.026,2.1,1,114,-1.1,2.2,-1.26,-0.12,18.52043,73.856743,1,12,1.13,69,37255,0,11,6,20,5,2026,1,6,18,1,1,1,1,1,0,0,1,1,1,1,1,14,88,279.9,100010,1,0,29.8,1,1,0,332,0,0,1
5/20/2026 12:30,auto,666000,0,0,115.4,29.9,10180,10049,44,4532,4503,35,2.6,12,484,4.402,-0.09,-1.95,113.2,-0.128,-0.388,1.026,2.1,1,114,-1.1,2.2,-1.26,-0.12,18.52043,73.856743,1,12,1.13,69,37255,0,11,6,20,5,2026,1,6,18,1,1,1,1,1,0,0,1,1,1,1,1,14,88,279.9,100010,1,0,29.8,1,1,0,332,0,0,1
5/20/2026 12:31,auto,666000,0,0,115.4,29.9,10180,10049,44,4532,4503,35,2.6,12,484,4.402,-0.09,-1.95,113.2,-0.128,-0.388,1.026,2.1,1,114,-1.1,2.2,-1.26,-0.12,18.52043,73.856743,1,12,1.13,69,37255,0,11,6,20,5,2026,1,6,18,1,1,1,1,1,0,0,1,1,1,1,1,14,88,279.9,100010,1,0,29.8,1,1,0,332,0,0,1
5/20/2026 12:32,auto,666000,0,0,115.4,29.9,10180,10049,44,4532,4503,35,2.6,12,484,4.402,-0.09,-1.95,113.2,-0.128,-0.388,1.026,2.1,1,114,-1.1,2.2,-1.26,-0.12,18.52043,73.856743,1,12,1.13,69,37255,0,11,6,20,5,2026,1,6,18,1,1,1,1,1,0,0,1,1,1,1,1,14,88,279.9,100010,1,0,29.8,1,1,0,332,0,0,1
5/20/2026 12:33,auto,666000,0,0,115.4,29.9,10180,10049,44,4532,4503,35,2.6,12,484,4.402,-0.09,-1.95,113.2,-0.128,-0.388,1.026,2.1,1,114,-1.1,2.2,-1.26,-0.12,18.52043,73.856743,1,12,1.13,69,37255,0,11,6,20,5,2026,1,6,18,1,1,1,1,1,0,0,1,1,1,1,1,14,88,279.9,100010,1,0,29.8,1,1,0,332,0,0,1
5/20/2026 12:34,auto,666000,0,0,115.4,29.9,10180,10049,44,4532,4503,35,2.6,12,484,4.402,-0.09,-1.95,113.2,-0.128,-0.388,1.026,2.1,1,114,-1.1,2.2,-1.26,-0.12,18.52043,73.856743,1,12,1.13,69,37255,0,11,6,20,5,2026,1,6,18,1,1,1,1,1,0,0,1,1,1,1,1,14,88,279.9,100010,1,0,29.8,1,1,0,332,0,0,1
5/20/2026 12:35,auto,666000,0,0,115.4,29.9,10180,10049,44,4532,4503,35,2.6,12,484,4.402,-0.09,-1.95,113.2,-0.128,-0.388,1.026,2.1,1,114,-1.1,2.2,-1.26,-0.12,18.52043,73.856743,1,12,1.13,69,37255,0,11,6,20,5,2026,1,6,18,1,1,1,1,1,0,0,1,1,1,1,1,14,88,279.9,100010,1,0,29.8,1,1,0,332,0,0,1
5/20/2026 12:36,auto,666000,0,0,115.4,29.9,10180,10049,44,4532,4503,35,2.6,12,484,4.402,-0.09,-1.95,113.2,-0.128,-0.388,1.026,2.1,1,114,-1.1,2.2,-1.26,-0.12,18.52043,73.856743,1,12,1.13,69,37255,0,11,6,20,5,2026,1,6,18,1,1,1,1,1,0,0,1,1,1,1,1,14,88,279.9,100010,1,0,29.8,1,1,0,332,0,0,1
5/20/2026 12:37,auto,666000,0,0,115.4,29.9,10180,10049,44,4532,4503,35,2.6,12,484,4.402,-0.09,-1.95,113.2,-0.128,-0.388,1.026,2.1,1,114,-1.1,2.2,-1.26,-0.12,18.52043,73.856743,1,12,1.13,69,37255,0,11,6,20,5,2026,1,6,18,1,1,1,1,1,0,0,1,1,1,1,1,14,88,279.9,100010,1,0,29.8,1,1,0,332,0,0,1
5/20/2026 12:38,auto,666000,0,0,115.4,29.9,10180,10049,44,4532,4503,35,2.6,12,484,4.402,-0.09,-1.95,113.2,-0.128,-0.388,1.026,2.1,1,114,-1.1,2.2,-1.26,-0.12,18.52043,73.856743,1,12,1.13,69,37255,0,11,6,20,5,2026,1,6,18,1,1,1,1,1,0,0,1,1,1,1,1,14,88,279.9,100010,1,0,29.8,1,1,0,332,0,0,1
5/20/2026 12:39,auto,666000,0,0,115.4,29.9,10180,10049,44,4532,4503,35,2.6,12,484,4.402,-0.09,-1.95,113.2,-0.128,-0.388,1.026,2.1,1,114,-1.1,2.2,-1.26,-0.12,18.52043,73.856743,1,12,1.13,69,37255,0,11,6,20,5,2026,1,6,18,1,1,1,1,1,0,0,1,1,1,1,1,14,88,279.9,100010,1,0,29.8,1,1,0,332,0,0,1
5/20/2026 12:40,auto,666000,0,0,115.4,29.9,10180,10049,44,4532,4503,35,2.6,12,484,4.402,-0.09,-1.95,113.2,-0.128,-0.388,1.026,2.1,1,114,-1.1,2.2,-1.26,-0.12,18.52043,73.856743,1,12,1.13,69,37255,0,11,6,20,5,2026,1,6,18,1,1,1,1,1,0,0,1,1,1,1,1,14,88,279.9,100010,1,0,29.8,1,1,0,332,0,0,1
5/20/2026 12:41,auto,666000,0,0,115.4,29.9,10180,10049,44,4532,4503,35,2.6,12,484,4.402,-0.09,-1.95,113.2,-0.128,-0.388,1.026,2.1,1,114,-1.1,2.2,-1.26,-0.12,18.52043,73.856743,1,12,1.13,69,37255,0,11,6,20,5,2026,1,6,18,1,1,1,1,1,0,0,1,1,1,1,1,14,88,279.9,100010,1,0,29.8,1,1,0,332,0,0,1
5/20/2026 12:42,auto,666000,0,0,115.4,29.9,10180,10049,44,4532,4503,35,2.6,12,484,4.402,-0.09,-1.95,113.2,-0.128,-0.388,1.026,2.1,1,114,-1.1,2.2,-1.26,-0.12,18.52043,73.856743,1,12,1.13,69,37255,0,11,6,20,5,2026,1,6,18,1,1,1,1,1,0,0,1,1,1,1,1,14,88,279.9,100010,1,0,29.8,1,1,0,332,0,0,1
5/20/2026 12:43,auto,666000,0,0,115.4,29.9,10180,10049,44,4532,4503,35,2.6,12,484,4.402,-0.09,-1.95,113.2,-0.128,-0.388,1.026,2.1,1,114,-1.1,2.2,-1.26,-0.12,18.52043,73.856743,1,12,1.13,69,37255,0,11,6,20,5,2026,1,6,18,1,1,1,1,1,0,0,1,1,1,1,1,14,88,279.9,100010,1,0,29.8,1,1,0,332,0,0,1
5/20/2026 12:44,auto,666000,0,0,115.4,29.9,10180,10049,44,4532,4503,35,2.6,12,484,4.402,-0.09,-1.95,113.2,-0.128,-0.388,1.026,2.1,1,114,-1.1,2.2,-1.26,-0.12,18.52043,73.856743,1,12,1.13,69,37255,0,11,6,20,5,2026,1,6,18,1,1,1,1,1,0,0,1,1,1,1,1,14,88,279.9,100010,1,0,29.8,1,1,0,332,0,0,1
5/20/2026 12:45,auto,666000,0,0,115.4,29.9,10180,10049,44,4532,4503,35,2.6,12,484,4.402,-0.09,-1.95,113.2,-0.128,-0.388,1.026,2.1,1,114,-1.1,2.2,-1.26,-0.12,18.52043,73.856743,1,12,1.13,69,37255,0,11,6,20,5,2026,1,6,18,1,1,1,1,1,0,0,1,1,1,1,1,14,88,279.9,100010,1,0,29.8,1,1,0,332,0,0,1
5/20/2026 12:46,auto,666000,0,0,115.4,29.9,10180,10049,44,4532,4503,35,2.6,12,484,4.402,-0.09,-1.95,113.2,-0.128,-0.388,1.026,2.1,1,114,-1.1,2.2,-1.26,-0.12,18.52043,73.856743,1,12,1.13,69,37255,0,11,6,20,5,2026,1,6,18,1,1,1,1,1,0,0,1,1,1,1,1,14,88,279.9,100010,1,0,29.8,1,1,0,332,0,0,1
5/20/2026 12:47,auto,666000,0,0,115.4,29.9,10180,10049,44,4532,4503,35,2.6,12,484,4.402,-0.09,-1.95,113.2,-0.128,-0.388,1.026,2.1,1,114,-1.1,2.2,-1.26,-0.12,18.52043,73.856743,1,12,1.13,69,37255,0,11,6,20,5,2026,1,6,18,1,1,1,1,1,0,0,1,1,1,1,1,14,88,279.9,100010,1,0,29.8,1,1,0,332,0,0,1
5/20/2026 12:48,auto,666000,0,0,115.4,29.9,10180,10049,44,4532,4503,35,2.6,12,484,4.402,-0.09,-1.95,113.2,-0.128,-0.388,1.026,2.1,1,114,-1.1,2.2,-1.26,-0.12,18.52043,73.856743,1,12,1.13,69,37255,0,11,6,20,5,2026,1,6,18,1,1,1,1,1,0,0,1,1,1,1,1,14,88,279.9,100010,1,0,29.8,1,1,0,332,0,0,1
5/20/2026 12:49,auto,666000,0,0,115.4,29.9,10180,10049,44,4532,4503,35,2.6,12,484,4.402,-0.09,-1.95,113.2,-0.128,-0.388,1.026,2.1,1,114,-1.1,2.2,-1.26,-0.12,18.52043,73.856743,1,12,1.13,69,37255,0,11,6,20,5,2026,1,6,18,1,1,1,1,1,0,0,1,1,1,1,1,14,88,279.9,100010,1,0,29.8,1,1,0,332,0,0,1
5/20/2026 12:50,auto,666000,0,0,115.4,29.9,10180,10049,44,4532,4503,35,2.6,12,484,4.402,-0.09,-1.95,113.2,-0.128,-0.388,1.026,2.1,1,114,-1.1,2.2,-1.26,-0.12,18.52043,73.856743,1,12,1.13,69,37255,0,11,6,20,5,2026,1,6,18,1,1,1,1,1,0,0,1,1,1,1,1,14,88,279.9,100010,1,0,29.8,1,1,0,332,0,0,1
5/20/2026 12:51,auto,666000,0,0,115.4,29.9,10180,10049,44,4532,4503,35,2.6,12,484,4.402,-0.09,-1.95,113.2,-0.128,-0.388,1.026,2.1,1,114,-1.1,2.2,-1.26,-0.12,18.52043,73.856743,1,12,1.13,69,37255,0,11,6,20,5,2026,1,6,18,1,1,1,1,1,0,0,1,1,1,1,1,14,88,279.9,100010,1,0,29.8,1,1,0,332,0,0,1
5/20/2026 12:52,auto,666000,0,0,115.4,29.9,10180,10049,44,4532,4503,35,2.6,12,484,4.402,-0.09,-1.95,113.2,-0.128,-0.388,1.026,2.1,1,114,-1.1,2.2,-1.26,-0.12,18.52043,73.856743,1,12,1.13,69,37255,0,11,6,20,5,2026,1,6,18,1,1,1,1,1,0,0,1,1,1,1,1,14,88,279.9,100010,1,0,29.8,1,1,0,332,0,0,1
5/20/2026 12:53,auto,666000,0,0,115.4,29.9,10180,10049,44,4532,4503,35,2.6,12,484,4.402,-0.09,-1.95,113.2,-0.128,-0.388,1.026,2.1,1,114,-1.1,2.2,-1.26,-0.12,18.52043,73.856743,1,12,1.13,69,37255,0,11,6,20,5,2026,1,6,18,1,1,1,1,1,0,0,1,1,1,1,1,14,88,279.9,100010,1,0,29.8,1,1,0,332,0,0,1
5/20/2026 12:54,auto,666000,0,0,115.4,29.9,10180,10049,44,4532,4503,35,2.6,12,484,4.402,-0.09,-1.95,113.2,-0.128,-0.388,1.026,2.1,1,114,-1.1,2.2,-1.26,-0.12,18.52043,73.856743,1,12,1.13,69,37255,0,11,6,20,5,2026,1,6,18,1,1,1,1,1,0,0,1,1,1,1,1,14,88,279.9,100010,1,0,29.8,1,1,0,332,0,0,1
5/20/2026 12:55,auto,666000,0,0,115.4,29.9,10180,10049,44,4532,4503,35,2.6,12,484,4.402,-0.09,-1.95,113.2,-0.128,-0.388,1.026,2.1,1,114,-1.1,2.2,-1.26,-0.12,18.52043,73.856743,1,12,1.13,69,37255,0,11,6,20,5,2026,1,6,18,1,1,1,1,1,0,0,1,1,1,1,1,14,88,279.9,100010,1,0,29.8,1,1,0,332,0,0,1
5/20/2026 12:56,auto,666000,0,0,115.4,29.9,10180,10049,44,4532,4503,35,2.6,12,484,4.402,-0.09,-1.95,113.2,-0.128,-0.388,1.026,2.1,1,114,-1.1,2.2,-1.26,-0.12,18.52043,73.856743,1,12,1.13,69,37255,0,11,6,20,5,2026,1,6,18,1,1,1,1,1,0,0,1,1,1,1,1,14,88,279.9,100010,1,0,29.8,1,1,0,332,0,0,1
5/20/2026 12:57,auto,666000,0,0,115.4,29.9,10180,10049,44,4532,4503,35,2.6,12,484,4.402,-0.09,-1.95,113.2,-0.128,-0.388,1.026,2.1,1,114,-1.1,2.2,-1.26,-0.12,18.52043,73.856743,1,12,1.13,69,37255,0,11,6,20,5,2026,1,6,18,1,1,1,1,1,0,0,1,1,1,1,1,14,88,279.9,100010,1,0,29.8,1,1,0,332,0,0,1
5/20/2026 12:58,auto,666000,0,0,115.4,29.9,10180,10049,44,4532,4503,35,2.6,12,484,4.402,-0.09,-1.95,113.2,-0.128,-0.388,1.026,2.1,1,114,-1.1,2.2,-1.26,-0.12,18.52043,73.856743,1,12,1.13,69,37255,0,11,6,20,5,2026,1,6,18,1,1,1,1,1,0,0,1,1,1,1,1,14,88,279.9,100010,1,0,29.8,1,1,0,332,0,0,1
5/20/2026 12:59,auto,666000,0,0,115.4,29.9,10180,10049,44,4532,4503,35,2.6,12,484,4.402,-0.09,-1.95,113.2,-0.128,-0.388,1.026,2.1,1,114,-1.1,2.2,-1.26,-0.12,18.52043,73.856743,1,12,1.13,69,37255,0,11,6,20,5,2026,1,6,18,1,1,1,1,1,0,0,1,1,1,1,1,14,88,279.9,100010,1,0,29.8,1,1,0,332,0,0,1
5/20/2026 13:00,auto,666000,0,0,115.4,29.9,10180,10049,44,4532,4503,35,2.6,12,484,4.402,-0.09,-1.95,113.2,-0.128,-0.388,1.026,2.1,1,114,-1.1,2.2,-1.26,-0.12,18.52043,73.856743,1,12,1.13,69,37255,0,11,6,20,5,2026,1,6,18,1,1,1,1,1,0,0,1,1,1,1,1,14,88,279.9,100010,1,0,29.8,1,1,0,332,0,0,1
5/20/2026 13:01,auto,666000,0,0,115.4,29.9,10180,10049,44,4532,4503,35,2.6,12,484,4.402,-0.09,-1.95,113.2,-0.128,-0.388,1.026,2.1,1,114,-1.1,2.2,-1.26,-0.12,18.52043,73.856743,1,12,1.13,69,37255,0,11,6,20,5,2026,1,6,18,1,1,1,1,1,0,0,1,1,1,1,1,14,88,279.9,100010,1,0,29.8,1,1,0,332,0,0,1
5/20/2026 13:02,auto,666000,0,0,115.4,29.9,10180,10049,44,4532,4503,35,2.6,12,484,4.402,-0.09,-1.95,113.2,-0.128,-0.388,1.026,2.1,1,114,-1.1,2.2,-1.26,-0.12,18.52043,73.856743,1,12,1.13,69,37255,0,11,6,20,5,2026,1,6,18,1,1,1,1,1,0,0,1,1,1,1,1,14,88,279.9,100010,1,0,29.8,1,1,0,332,0,0,1
5/20/2026 13:03,auto,666000,0,0,115.4,29.9,10180,10049,44,4532,4503,35,2.6,12,484,4.402,-0.09,-1.95,113.2,-0.128,-0.388,1.026,2.1,1,114,-1.1,2.2,-1.26,-0.12,18.52043,73.856743,1,12,1.13,69,37255,0,11,6,20,5,2026,1,6,18,1,1,1,1,1,0,0,1,1,1,1,1,14,88,279.9,100010,1,0,29.8,1,1,0,332,0,0,1
5/20/2026 13:04,manual,60000,0,0,113.4,42.7,10226,10091,-54,4999,5089,37,12.5,12,659,2.157,-1.52,3.86,112.1,-0.079,-0.686,1.068,2.4,0,112.2,-0.3,-3.63,3.87,0.81,18.52043,73.856743,1,10,1.8,256,48560,0,1,0,20,5,2026,1,6,18,1,1,0,0,0,0,0,0,0,0,1,1,54,47,258.4,11010,1,0,29.4,1,0,1,29,1,0,8
5/20/2026 13:05,manual,120000,0,0,120.4,43.3,10408,10333,95,5009,5081,-1,13.4,12,711,3.695,2.9,3.45,118.6,0.459,-0.494,1.004,2.7,0,116.9,-0.9,4.65,3.88,3.56,18.52043,73.856743,1,10,1,190,40300,0,2,0,20,5,2026,1,6,18,0,0,1,0,0,0,0,0,0,0,1,1,94,77,267.5,11111,1,0,29.8,1,0,0,59,1,1,3
5/20/2026 13:06,auto,180000,0,0,119.2,44.4,10358,10445,54,5014,4961,-2,16.6,12,592,1.042,-4.01,2.8,119.4,0.668,-0.853,0.966,4.8,0,119.5,-0.9,2.23,-2.84,2.24,18.52043,73.856743,1,7,0.79,256,34105,0,3,0,20,5,2026,1,6,18,0,1,1,1,1,1,1,0,0,0,1,1,39,86,259.9,11100,1,0,36.2,1,0,1,89,1,0,6
5/20/2026 13:07,manual,240000,0,0,122.4,40.5,10050,9854,59,5103,5061,-2,14.8,12,898,4.295,4.73,1.95,123.3,0.672,0.206,0.934,2,0,124,-0.2,0.27,4.28,-0.91,18.52043,73.856743,1,8,1.15,134,44107,0,4,0,20,5,2026,1,6,18,1,0,1,0,0,1,0,1,0,0,1,1,11,78,258.9,100001,1,0,36.7,1,1,0,119,1,1,1
5/20/2026 13:08,manual,300000,0,0,120.3,46.7,9925,9846,42,5101,5051,-27,19.4,12,840,1.863,-5,0.96,119.4,-0.177,0.979,1.029,0.7,0,118.9,-0.6,2.69,0.54,-3.81,18.52043,73.856743,1,10,1.63,111,41603,0,5,0,20,5,2026,1,6,18,1,1,1,1,0,1,1,0,0,1,1,1,8,25,253.7,11001,1,0,31.1,1,1,1,149,0,1,1
5/20/2026 13:09,manual,360000,0,0,121.4,52.4,10048,10156,-91,5196,5282,46,20.4,12,835,2.348,4.79,-0.09,119.1,-0.477,-0.133,0.988,4.5,1,120.7,-1.2,1.44,-2.81,-0.51,18.52043,73.856743,1,6,1.7,297,12476,0,6,0,20,5,2026,1,6,18,1,1,0,0,0,1,1,1,0,1,1,1,83,91,278.6,10111,1,0,31.3,1,0,0,179,0,1,6
5/20/2026 13:10,auto,420000,0,0,126.1,50.9,9954,9967,-13,5230,5176,12,16.8,12,514,1.388,-4.13,-1.13,125.8,-0.723,0.534,0.908,0,0,125.9,1.2,2.78,3.14,-4.02,18.52043,73.856743,1,11,1.04,162,13437,0,7,0,20,5,2026,1,6,18,1,0,1,1,0,0,1,1,1,0,1,1,84,79,267.5,100101,1,0,32.4,1,0,1,209,1,0,8
5/20/2026 13:11,manual,478000,0,0,110.1,57.1,9719,9639,-66,5159,5117,-10,15.4,12,816,4.929,2.3,-3.19,110.4,0.651,-0.077,1.078,0.8,0,109.3,-0.1,3.24,-3.45,1.75,18.52043,73.856743,1,10,0.7,117,48621,0,7,58,20,5,2026,1,6,18,0,1,1,0,1,1,1,1,0,1,1,1,59,56,254.2,11000,1,0,28.1,1,0,1,238,0,1,8
5/20/2026 13:12,auto,558000,0,0,111.6,59.2,9456,9418,18,5127,5064,-31,17.9,12,630,4.195,-4.67,4,110.8,0.935,0.847,0.949,2,1,109,1.6,4.96,-4.52,-0.12,18.52043,73.856743,1,6,1.06,180,29207,0,9,18,20,5,2026,1,6,18,1,1,1,0,1,1,1,1,1,1,1,1,77,17,238.8,11011,1,0,27.2,1,0,0,278,1,1,2
5/20/2026 13:13,auto,618000,0,0,108.8,60.5,9432,9249,-91,5167,5084,-36,18.9,12,664,1.251,3.9,3.9,105.9,-0.73,0.182,1.046,2.2,0,105.7,0.9,2.39,-2.84,-2.94,18.52043,73.856743,1,9,1.02,200,27347,0,10,18,20,5,2026,1,6,18,0,1,0,1,1,1,1,0,0,1,1,1,66,52,232.5,10101,1,0,26,1,1,0,308,1,0,2
5/20/2026 13:14,manual,678000,0,0,103.1,61.1,9402,9465,82,5196,5103,-39,19.5,12,479,2.498,-2.76,3.54,103,-0.104,-0.403,0.924,3.9,1,104.5,1.4,0.19,-4.33,-0.64,18.52043,73.856743,1,9,1.08,189,28407,0,11,18,20,5,2026,1,6,18,0,1,0,0,0,1,1,1,0,1,1,1,78,20,230.9,100111,1,0,31.1,1,1,1,338,0,1,7
5/20/2026 13:15,manual,738000,0,0,108.9,68.7,9305,9124,76,5258,5290,-24,21.1,12,483,2.765,1.35,2.92,111.5,-0.425,0.985,1.06,3.1,0,110.5,-0.4,1.86,-2.13,-0.15,18.52043,73.856743,1,6,0.96,79,10512,0,12,18,20,5,2026,1,6,18,1,0,1,1,0,0,1,1,0,0,1,1,3,97,245.9,11001,1,0,33.1,1,0,0,368,1,1,6
5/20/2026 13:16,auto,798000,0,0,111.3,73.3,9443,9298,48,5255,5193,34,20,12,516,3.501,0.18,2.1,111.9,0.162,-0.642,0.978,0.3,1,111.1,1.9,1.63,2.11,-2.36,18.52043,73.856743,1,9,1.69,179,47746,0,13,18,20,5,2026,1,6,18,0,0,1,1,0,1,0,1,0,1,1,1,70,21,251.9,11111,1,0,29.4,1,1,0,398,0,1,1
5/20/2026 13:19,auto,808000,0,0,111.6,70.8,9412,9349,-48,5182,5166,-33,20.9,12,807,2.799,-2.87,2.05,111.9,0.174,0.619,1.062,2.6,1,113.1,-1.9,-3.14,-3.94,-2.23,18.52043,73.856743,1,10,1.03,109,39674,0,13,28,20,5,2026,1,6,18,0,1,1,0,0,1,0,0,0,1,1,1,47,27,244.8,100111,1,0,27.4,1,1,0,403,0,0,5
5/20/2026 13:20,auto,808000,0,0,111.6,70.8,9412,9349,-48,5182,5166,-33,20.9,12,807,2.799,-2.87,2.05,111.9,0.174,0.619,1.062,2.6,1,113.1,-1.9,-3.14,-3.94,-2.23,18.52043,73.856743,1,10,1.03,109,39674,0,13,28,20,5,2026,1,6,18,0,1,1,0,0,1,0,0,0,1,1,1,47,27,244.8,100111,1,0,27.4,1,1,0,403,0,0,5
